Genes,Moran's I score,P-values,Adjusted P-values,Gene Indices
RYBP,0.0888802852912118,0.0,,2557
CD63,0.08875675514090053,0.0,,8189
HIBCH,0.08874908790514557,0.0,,1980
CSF2,0.08872498165301665,0.0,,3666
ARF1,0.08867721083829651,0.0,,1234
ANKRD28,0.08855495418092987,0.0,,2274
ANKRD10,0.08828895327260246,0.0,,8795
TRAC,0.08824971006038751,0.0,,8884
RPL35,0.08796825091198272,0.0,,6468
SLC16A3,0.08789774878205443,0.0,,11184
UBE2B,0.08783471743640116,0.0,,3690
GATA3,0.08774349738485916,0.0,,7417
CTB-133G6.1,0.08716414638510973,0.0,,11876
EIF1,0.08701232542143855,0.0,,10768
PTMA,0.08689471562964408,0.0,,2142
G3BP2,0.0867930877887211,0.0,,3121
HSBP1,0.0867192241064007,0.0,,10301
CADM1,0.08664993317349302,0.0,,7279
TGFB3,0.08661373709736724,0.0,,9168
PDE3B,0.08657794456716207,0.0,,6774
TUBB2A,0.08657549235109231,0.0,,3934
AKIRIN2,0.08657179282827461,0.0,,4384
HSD11B1,0.08652071080506893,0.0,,1165
FOS,0.08637658364051985,0.0,,9161
MAP2K3,0.08619521283581809,0.0,,10605
JAML,0.08609543763373663,0.0,,7292
ADAT2,0.08608114819135762,0.0,,4524
MCL1,0.08581298090585537,0.0,,804
SELK,0.08531986025722609,0.0,,2516
CMTM6,0.08517662193463044,0.0,,2304
RPL6,0.0850087469930076,0.0,,8453
TUBB4B,0.0849110833835382,0.0,,6632
MSN,0.08480239676774888,0.0,,5464
PRDX3,0.08476681395751363,0.0,,7817
DUSP16,0.08440708762834351,0.0,,7990
EFHD2,0.08437182756391313,0.0,,140
CD38,0.0843657538516964,0.0,,3021
PDE4DIP,0.08421861953893257,0.0,,774
CCM2,0.08412253515675347,0.0,,4797
FAAH2,0.08383532014454917,0.0,,5454
ADAM19,0.0836948760414974,0.0,,3816
AUTS2,0.08360021711443655,0.0,,4843
SDF4,0.08358702379532124,0.0,,16
IFI27L2,0.08352134202703719,0.0,,9232
NGFRAP1,0.08334523936878795,0.0,,5542
VPS37B,0.08330159425207836,0.0,,8537
NTRK2,0.08318361644425339,0.0,,6321
FASLG,0.08301906784041006,0.0,,1026
GZMK,0.08297378784619264,0.0,,3462
HDAC7,0.08286741964731847,0.0,,8089
SNX3,0.08283502556310118,0.0,,4427
NPTN,0.08282571575207648,0.0,,9560
HS3ST3B1,0.08280658187401072,0.0,,10541
PPP1R18,0.08256715911519774,0.0,,4091
IFNG,0.08236994110698749,0.0,,8285
CD70,0.08188692991477946,0.0,,11868
ZBTB32,0.08182004430270799,0.0,,12209
CYTH1,0.08177958776055473,0.0,,11126
THBS1,0.08158871931425443,0.0,,9344
PRR5L,0.08155926107996063,0.0,,6832
USP36,0.08148816564040041,0.0,,11127
RP1-28O10.1,0.08131416628270213,0.0,,13826
CLIC3,0.08113055547321416,0.0,,6617
SLC27A2,0.08111700351266006,0.0,,9443
S1PR4,0.08108601405817156,0.0,,11803
CRTAM,0.08108461668684541,0.0,,7337
CYSTM1,0.08104161029587752,0.0,,3735
IL2RG,0.0810003941109294,0.0,,5474
ITGA4,0.08095838151838936,0.0,,1963
GBP4,0.0809125847175455,0.0,,582
SKAP1,0.08080823685294257,0.0,,10883
COX5A,0.08059753105136651,0.0,,9577
TNFAIP3,0.08059537900551093,0.0,,4512
CCT5,0.08051542927168251,0.0,,3388
INPP5F,0.08040241427131925,0.0,,7822
UBA52,0.08037629945493337,0.0,,12101
CEP120,0.08035340533914855,0.0,,3649
CCL22,0.08032263253324487,0.0,,14043
STK17B,0.08025023294797688,0.0,,1994
EPSTI1,0.08014128288478589,0.0,,8677
TIFA,0.08012777279148667,0.0,,3225
GPAT3,0.08011659012676116,0.0,,3155
NPC1,0.07998065505879384,0.0,,11261
RP11-764E7.1,0.07996623765778127,0.0,,1992
SMCHD1,0.07982392505741331,0.0,,11209
AHNAK,0.07961366846273815,0.0,,6926
CORO1A,0.07957220579420149,0.0,,10018
NR4A2,0.07905359749138181,0.0,,1878
COPE,0.07903284713030648,0.0,,12107
IFNGR2,0.0789044091954937,0.0,,13085
MORF4L2,0.07874224157882552,0.0,,5546
PIK3IP1,0.07872142319363445,0.0,,12838
PRKAR1A,0.07870604692572497,0.0,,11034
CLIC5,0.07861128206853017,0.0,,4309
IGFBP3,0.0783214748609286,0.0,,4800
C9orf16,0.07830300120311362,0.0,,6504
STK38,0.0781380486379294,0.0,,4229
KLF6,0.07813304294524047,0.0,,7397
RANGAP1,0.07804320953601374,0.0,,12935
NCDN,0.07778539014352046,0.0,,329
ABI3,0.07778241564892803,0.0,,10896
SUMO1,0.07775463338704193,0.0,,2038
CCT6A,0.07762898508488252,0.0,,4814
LHFP,0.07748441059137734,0.0,,8660
ELL2,0.07745181100463223,0.0,,3596
PDE4A,0.07717741624557108,0.0,,11936
NABP1,0.07706636412868131,0.0,,1991
WAS,0.0770354803685309,0.0,,5396
TERF2IP,0.07693409551991216,0.0,,10283
HNRNPLL,0.07681029970226429,0.0,,1478
SPOCK2,0.07665772815735643,0.0,,7587
HGSNAT,0.07663932216862741,0.0,,5859
MGST2,0.07645972202101207,0.0,,3269
INSIG1,0.07639929589063461,0.0,,5262
NFKB1,0.07628818466344434,0.0,,3194
MYL6,0.07605595565422285,0.0,,8209
PGK1,0.07598469844189766,0.0,,5507
KCNN4,0.07597468683330667,0.0,,12377
TESPA1,0.07592625020985169,0.0,,8187
GRINA,0.07585462761197385,0.0,,6107
RBBP8,0.07573482265172123,0.0,,11256
H3F3A,0.07563630334102747,0.0,,1223
GAS7,0.07555123395507984,0.0,,10532
COL9A2,0.07543713277296399,0.0,,382
AC017002.2,0.0754098324908254,0.0,,1779
TAP1,0.07538472849087134,0.0,,4171
THEM4,0.07534172817358806,0.0,,841
GLTSCR2,0.07499638250072824,0.0,,12458
TBCB,0.07495264780366093,0.0,,12229
HCST,0.07492223024692002,0.0,,12219
SYTL3,0.07490382416828045,0.0,,4578
TBC1D10C,0.07487290453408524,0.0,,7083
CKLF,0.07479804490071613,0.0,,10160
TMPRSS6,0.07478759047670597,0.0,,12870
RHOF,0.07477045341124522,0.0,,8518
LMCD1,0.07467940991524873,0.0,,2214
CPE,0.07464606585652339,0.0,,13884
LAT,0.07457494573636736,0.0,,9989
MCOLN2,0.07426864737059924,0.0,,562
DUSP5,0.074038080813274,0.0,,7784
GPBP1,0.0739688052651894,0.0,,3475
MT-ND5,0.07389605149688265,0.0,,13191
AC090498.1,0.07389540663615764,0.0,,5117
MAP3K8,0.07377481660134393,0.0,,7484
TSC22D3,0.07375963779961447,0.0,,5559
PPP1CA,0.07368412586094909,0.0,,7082
FAM53B,0.07364044609352674,0.0,,7840
ARID5A,0.07362454983661067,0.0,,1710
ATP1A1,0.07351647552492736,0.0,,714
MB21D1,0.07322491650724598,0.0,,4348
CMIP,0.07307133286890535,0.0,,10297
CSK,0.07285813155690518,0.0,,9571
MIR155HG,0.07280180283583262,0.0,,13054
F5,0.0727931603689612,0.0,,1012
CHRNA6,0.07278589457347018,0.0,,5853
TMED8,0.0725737270157451,0.0,,9178
RAC1,0.07246240333542384,0.0,,4663
AKIP1,0.07245444608811073,0.0,,6742
PAIP2,0.07241838684747695,0.0,,3722
MDH2,0.0723089563912116,0.0,,4875
PSMB9,0.07227567483264924,0.0,,4170
RASA3,0.07219738922937925,0.0,,8810
CD8A,0.07215525601406782,0.0,,1674
ULBP2,0.07214743541349095,0.0,,4551
TMC6,0.07211265685517824,0.0,,11114
ANKRD37,0.07185177387353725,0.0,,3354
CSRNP1,0.07182521698390523,0.0,,2334
IFI16,0.07160852512317475,0.0,,936
PHLDA2,0.07159309083170196,0.0,,6707
PRDX2,0.07125314689723991,0.0,,11996
PSMB1,0.07119872804612788,0.0,,4611
PPP1R2,0.07093599033919763,0.0,,2896
IL1RN,0.07089134180704239,0.0,,13540
CTSA,0.07082652928939435,0.0,,11600
PSMB8,0.07082340161440204,0.0,,4168
TNIK,0.07067998847454632,0.0,,2821
OPTN,0.07049606671193773,0.0,,7427
TTYH2,0.07043703114344788,0.0,,11046
RIN3,0.070340840546643,0.0,,9218
RUNX2,0.07033229934663765,0.0,,4307
MUM1,0.07031850911860618,0.0,,11751
MDFIC,0.07019946687653335,0.0,,5051
FAM177A1,0.07001434825096726,0.0,,8969
AIM1,0.06998889235071769,0.0,,4417
CCT2,0.06997721978484106,0.0,,8299
GMFG,0.06975146906625954,0.0,,12292
PRDX6,0.0697465212052171,0.0,,1029
RPS26,0.06973644694228562,0.0,,8201
C17orf67,0.06963801468722701,0.0,,10934
CCT8,0.06951432149748951,0.0,,13065
TMEM71,0.06947501361141609,0.0,,6060
LPXN,0.06941230223100255,0.0,,6893
RPS20,0.06932618883988283,0.0,,5875
HPGD,0.0692643565664685,0.0,,3333
SLC43A2,0.06926313842225183,0.0,,10387
RPS4Y1,0.06918345480975925,0.0,,12692
FAM46C,0.06914873963835669,0.0,,722
VOPP1,0.06912654349491441,0.0,,4809
TIMP1,0.0691021272828205,0.0,,5380
TMBIM1,0.06899233044863276,0.0,,2085
NEAT1,0.06896844900051809,0.0,,7017
TUBA1C,0.0689577853740865,0.0,,8114
ITM2B,0.06892825914932613,0.0,,8699
CD53,0.06891862698246753,0.0,,673
PSMD13,0.06889176443436544,0.0,,6651
FKBP8,0.0687896923841679,0.0,,12099
EEF1D,0.06874191017622608,0.0,,6093
IER2,0.06871926660080535,0.0,,12010
VCP,0.06861384757725798,0.0,,6233
CDC25B,0.06856135672252131,0.0,,11416
RAP1A,0.06855513157075507,0.0,,686
ATP5G3,0.06851091096105362,0.0,,1938
ANXA5,0.06843742382150558,0.0,,3239
ARRB2,0.06803129454542121,0.0,,10428
PYCARD,0.0680217883528686,0.0,,10070
FYB,0.06787403278930132,0.0,,3427
TGFBR3,0.06770207702918421,0.0,,591
EML4,0.06751261030835418,0.0,,1489
TXNIP,0.06737540503622354,0.0,,757
FOSL2,0.0672594125917623,0.0,,1439
HMGB1,0.06725674400230493,0.0,,8641
CD274,0.06710028905925522,0.0,,6167
BLVRA,0.06709519938351574,0.0,,4774
SHFM1,0.06706626059562319,0.0,,4922
TSPYL2,0.0670445740575179,0.0,,5427
RBX1,0.06694067057168866,0.0,,12931
UQCRB,0.066888885272227,0.0,,5971
MAT2B,0.06683928859390818,0.0,,3831
PGF,0.06668898927177565,0.0,,9153
TRAPPC1,0.06659364718817978,0.0,,10510
F2R,0.06657125867060873,0.0,,3544
TXNDC11,0.06647631588919165,0.0,,9878
IL17RB,0.06642735691090501,0.0,,13257
LINC-PINT,0.06642393093510066,0.0,,5100
PRKCDBP,0.06635182857834285,0.0,,13969
IKZF1,0.06623775077864502,0.0,,4804
C16orf87,0.06617171503455888,0.0,,10083
CNKSR3,0.066168077624987,0.0,,4563
TMC8,0.066157141660901,0.0,,11115
RNASET2,0.0661170796675552,0.0,,4599
PXK,0.06576448800354019,0.0,,2530
RASGRP1,0.06569930965898037,0.0,,9342
SYPL1,0.06555408256084606,0.0,,5025
VDR,0.06550840522669436,0.0,,8090
PDIA6,0.06545437162369049,0.0,,1362
NKG7,0.06543367543963391,0.0,,12532
ECE1,0.0653998670541969,0.0,,187
ARID5B,0.06535441907403776,0.0,,7547
MT1F,0.06532965728266206,0.0,,10123
PRELID1,0.06528359543294732,0.0,,3869
DUSP1,0.06511936574516412,0.0,,3842
AREG,0.06501768173012844,0.0,,3117
ATPIF1,0.0649205756357547,0.0,,267
TRAV13-1,0.06485582175183179,0.0,,8849
SLC16A1,0.06480366383607596,0.0,,695
LCP2,0.06476608449532714,0.0,,3836
IL21,0.06465782394387849,0.0,,3246
COX6C,0.06461531354036527,0.0,,5985
WDR83OS,0.06442096061567897,0.0,,11988
ZNF365,0.06430237771770318,0.0,,13363
NETO2,0.06410219374981524,0.0,,10086
FAM129A,0.0639592676729717,0.0,,1070
CFH,0.06386442900659446,0.0,,1087
PTPN22,0.06386433914970854,0.0,,701
MAST4,0.06374976796732032,0.0,,3498
AP3M2,0.06369677873518491,0.0,,5846
STAT4,0.06369349293462141,0.0,,1989
LYSMD2,0.0635413006732846,0.0,,9451
PLPP1,0.06331672839124831,0.0,,3466
TRBV20-1,0.06330928629890713,0.0,,5181
PASK,0.06329476318917647,0.0,,2184
CARHSP1,0.06327058222716042,0.0,,9864
KRAS,0.06310610190791008,0.0,,8025
PRKCH,0.06301146141519443,0.0,,9063
ZNF106,0.06278928361249582,0.0,,9390
PAK2,0.06275097638951464,0.0,,2914
RALGDS,0.06271069451528423,0.0,,6567
BCL2L11,0.06270576610178072,0.0,,1775
NAA50,0.06251410518367798,0.0,,2628
BASP1,0.06248860244822244,0.0,,3401
MGAT1,0.062435283932225395,0.0,,3910
CTSS,0.06241509558023563,0.0,,807
REEP5,0.062400692047887146,0.0,,3626
FXR1,0.062375343355497125,0.0,,2838
SCP2,0.062361185768403556,0.0,,485
CLU,0.062359487019043945,0.0,,5786
AES,0.06232189253363249,0.0,,11799
PSMC2,0.06230184047389333,0.0,,5012
CYTIP,0.062285234438844726,0.0,,1881
CDKN3,0.06207201972564202,0.0,,9029
SRSF7,0.062070097485093505,0.0,,1480
SYNE2,0.06205044587738928,0.0,,9076
MAP1LC3B,0.06199183811171496,0.0,,10323
GIMAP6,0.061957390800802016,0.0,,5231
XBP1,0.06187185374150942,0.0,,12802
FXYD5,0.06177036395377554,0.0,,12200
GDE1,0.06172037915200544,0.0,,9917
SLC9A3R1,0.061708514650676366,0.0,,11051
WLS,0.061601673719656774,0.0,,13811
CFLAR,0.061464093194109636,0.0,,2028
GPR146,0.06142945284900967,0.0,,13310
AFAP1,0.06130943637406784,0.0,,3004
SLC25A3,0.06124196528330716,0.0,,8364
ANKRD12,0.06115972308331138,0.0,,11228
HSPA4L,0.06114066866776301,0.0,,3252
GPI,0.060979394187582865,0.0,,12186
PPIA,0.06093110103154205,0.0,,4791
SAR1B,0.06092698942082871,0.0,,3693
FOXP1,0.06091939062113703,0.0,,2553
GPX4,0.06091231191475813,0.0,,11743
C9orf142,0.06089412261169263,0.0,,6616
GRB2,0.06089339551371179,0.0,,11070
PSMB2,0.0608154033789627,0.0,,332
CASP7,0.06070931366713723,0.0,,7799
CD8B,0.06066409948129005,0.0,,1675
STIM1,0.06055421247162699,0.0,,6718
THAP2,0.060530309218697106,0.0,,8305
PTPN7,0.060524882336240975,0.0,,1115
ICAM3,0.06049487147365442,0.0,,11933
PHYH,0.06045520594337871,0.0,,7428
KIAA1324,0.06042467906977484,0.0,,648
SORL1,0.060393173342889704,0.0,,7335
PXN,0.06028051375605582,0.0,,8490
DIRAS3,0.06023748438216246,0.0,,13810
EMD,0.06017239404006127,0.0,,5674
HNRNPC,0.060047195661797996,0.0,,8830
CISD2,0.060023408958341275,0.0,,3198
VASP,0.05998637420662926,0.0,,12418
INPP5D,0.0599166391288065,0.0,,2152
BTN3A2,0.05976609050898152,0.0,,4030
ATP6V1G1,0.059706742681298344,0.0,,6438
IL12RB1,0.059670677353111226,0.0,,12087
LIMD2,0.0596239096612192,0.0,,10992
CITED2,0.05959625985201645,0.0,,4519
NAB1,0.05950144218060109,0.0,,1985
RSRC2,0.0594368436928291,0.0,,8532
TMEM123,0.05943040796919319,0.0,,7233
TSPAN14,0.05941739784767236,0.0,,7637
ARHGAP9,0.059399769692511165,0.0,,8239
TESC,0.059344711120916264,0.0,,8473
SCML1,0.05929313118206555,0.0,,5320
DNAJA2,0.059289069029297,0.0,,10085
CSF2RB,0.05924024772772729,0.0,,13479
LINC00649,0.05919792430553451,0.0,,13095
HMGN1,0.059181350494778885,0.0,,13121
ARL3,0.05913688267012063,0.0,,7758
CDKN1A,0.05911588090020892,0.0,,4231
CSNK1G3,0.05910343879180159,0.0,,3650
CD99,0.0590849999544009,0.0,,5291
DBI,0.059069233827398364,0.0,,1807
ATP1B1,0.059045192627940515,0.0,,1008
CDKN2A,0.05899584188159577,0.0,,6195
PARK7,0.058873028760729196,0.0,,91
NUCB1,0.05886524318680807,0.0,,12480
CLTA,0.05886417626035252,0.0,,6257
PTGIR,0.05884311000606018,0.0,,12436
LBH,0.05881438074584306,0.0,,1449
RNF19A,0.05873273263317362,0.0,,5988
PARP8,0.058706862748045714,0.0,,3452
MYO1F,0.05869260133548468,0.0,,11902
PPIF,0.05863639809431907,0.0,,7627
UBE2K,0.0586095205168252,0.0,,3058
ACTR3,0.058576269724129555,0.0,,1801
ITGAL,0.05834459214484864,0.0,,10033
RAB10,0.05833148946228044,0.0,,1403
PELI1,0.058085142851372215,0.0,,1560
FNDC3B,0.0580725635373156,0.0,,2822
PSMB3,0.058053965276498413,0.0,,10727
CHD7,0.058044266342637076,0.0,,5886
AHR,0.05804104205085015,0.0,,4689
CHMP4B,0.05797498913129465,0.0,,11508
UQCR11,0.0579565049895856,0.0,,11764
SMC4,0.05792507348003285,0.0,,2800
ATP1B3,0.05791719773734275,0.0,,2751
TCEA1,0.057906173369606365,0.0,,5869
THEMIS,0.05782988678878797,0.0,,4482
PHF1,0.0578148180410286,0.0,,4195
LDLRAD4,0.057796331273318555,0.0,,11247
IER5,0.057791207642317696,0.0,,1057
CALM2,0.057769844778081336,0.0,,1511
LINC01588,0.057762609931029614,0.0,,9003
COX17,0.05769093236776282,0.0,,2646
DAPP1,0.05767170036244575,0.0,,3184
DENND6B,0.05762634792138737,0.0,,13013
VDAC1,0.05760476203096528,0.0,,3682
RAD21,0.057559122643182574,0.0,,6018
TRAV30,0.057520157770059845,0.0,,8871
ST6GALNAC4,0.057437416032587785,0.0,,6495
TBXAS1,0.057332691275193616,0.0,,5129
SDSL,0.057302773043719855,0.0,,13675
USP12,0.05704842826870016,0.0,,8624
EIF5,0.05704019100545657,0.0,,9270
RPSA,0.056920582027561555,0.0,,2338
RP11-431M7.3,0.05682161904950572,0.0,,13267
TNFSF10,0.056820870313523904,0.0,,2823
PPP1R15A,0.0568070797391742,0.0,,12479
NBAS,0.05679197068557017,0.0,,1369
LRIG1,0.05679193660749053,0.0,,2542
TRIM22,0.05678919847858615,0.0,,6723
NR4A1,0.056778729374495636,0.0,,8148
CCL4,0.056711924324807914,0.0,,10704
CCND1,0.056664870135276026,0.0,,7110
HACD1,0.05664605941086367,0.0,,7450
RGS10,0.0565763242997613,0.0,,7819
ATP2C1,0.05646052449823272,0.0,,2712
MRPS34,0.05644317316335595,0.0,,9764
TXK,0.05643136192806165,0.0,,3076
VMA21,0.05634051967793512,0.0,,5648
CHST2,0.056222139164620814,0.0,,2759
ATHL1,0.05622165175376333,0.0,,6654
RNF114,0.056154159469611234,0.0,,11624
PSMA6,0.056057774070503066,0.0,,8972
SOCS3,0.0559933376440999,0.0,,11121
ETS1,0.055964618148816564,0.0,,7368
ISG15,0.05565528614332872,0.0,,11
JARID2,0.05562366909464368,0.0,,3973
KPNA2,0.05561355244755872,0.0,,11024
YIPF6,0.055525365465813055,0.0,,5465
TRA2B,0.05545827433084964,0.0,,2869
STAC,0.05541663277396042,0.0,,2314
LRRC61,0.05532820887720492,0.0,,5223
GRN,0.055292866509961514,0.0,,10829
PPP2CA,0.05521012115669191,0.0,,3687
SMCO4,0.05520303323893236,0.0,,7208
ITGAE,0.05519144114448206,0.0,,10414
PSME1,0.05515844850118153,0.0,,8922
MSI2,0.05505312019412452,0.0,,10942
IRF1,0.05497236534674919,0.0,,3670
NDUFA1,0.05495457855478863,0.0,,5585
IL15RA,0.054897763333763734,0.0,,7406
CRACR2B,0.054860500372463865,0.0,,6684
TRPS1,0.05482421446264506,0.0,,6015
RPL27,0.05478942405909515,0.0,,10805
SNAI3,0.05477558154641382,0.0,,10335
STAT5B,0.05472031971186862,0.0,,10783
IQGAP2,0.054707679349839285,0.0,,3542
UCP2,0.05460033469211892,0.0,,7142
UQCRC2,0.054542370981715826,0.0,,9932
SGTB,0.054503590897750656,0.0,,3494
IFNAR2,0.054459035742776316,0.0,,13081
ZNRF1,0.054418101111118694,0.0,,10272
TRBV6-4,0.05441272184890576,0.0,,5154
PDCD4,0.05431216710811745,0.0,,7788
ADRM1,0.05431005879443408,0.0,,11674
IKBKE,0.054280986448977366,0.0,,1150
NOG,0.054270132931411884,0.0,,10933
TNIP3,0.05416991410558218,0.0,,3238
CTNNB1,0.05404663199157312,0.0,,2345
H2AFZ,0.0540327500605563,0.0,,3187
RPS6KA1,0.05392749675389548,0.0,,243
C3AR1,0.05371554741378543,0.0,,7953
MTCH1,0.05369416029745068,0.0,,4235
TM2D3,0.053685846117390704,0.0,,9708
AARD,0.05368447695734764,0.0,,13619
AC104820.2,0.053571231005680287,0.0,,1962
PTGER2,0.053497786337461224,0.0,,9021
CCR5,0.053171733506101014,0.0,,2379
TRMT112,0.053124128316885254,0.0,,6981
TTN,0.053050915635974416,0.0,,1954
SLCO4A1,0.05303588682711269,0.0,,11679
GGA2,0.05285275138093844,0.0,,9943
UBE2A,0.05261087102836558,0.0,,5578
ANAPC16,0.05255202346620966,0.0,,7589
BUB3,0.05248436601646756,0.0,,7837
PRNP,0.05247895766819006,0.0,,11424
C15orf48,0.05243990752173823,0.0,,9427
LAP3,0.05241518549973347,0.0,,3026
YWHAG,0.052406413780050745,0.0,,4877
NINJ2,0.052401997348632545,0.0,,7879
NDUFS5,0.052237035629927424,0.0,,367
NDUFB7,0.051946018374648344,0.0,,12034
PAG1,0.05191316999209928,0.0,,5932
AK3,0.051783175858168946,0.0,,6161
TPM3,0.05172818290890651,0.0,,862
LYPD6B,0.051506414723233036,0.0,,1866
KLF7,0.05147795431348132,0.0,,2059
CLEC2D,0.051450180144671,0.0,,7964
CHCHD2,0.051450147771262375,0.0,,4817
CTSZ,0.05143247807181211,0.0,,11660
LAX1,0.051377102330704624,0.0,,1128
TNFSF9,0.051372176216714374,0.0,,11867
GTF3C6,0.051288634366290116,0.0,,4445
HSH2D,0.05128405973673168,0.0,,12047
RPS24,0.05127178087097084,0.0,,7625
VAMP8,0.051209594043603694,0.0,,1655
TRIM26,0.051124852959510275,0.0,,4078
SFI1,0.05107553578209456,0.0,,12843
NUSAP1,0.05102372570867567,0.0,,9375
IRF5,0.05098103551608062,0.0,,5081
ASMTL,0.050940237313364674,0.0,,5284
NDUFA4,0.05090871407545663,0.0,,4680
HOXB2,0.050895409512283635,0.0,,10884
NLRP6,0.05081008731747093,0.0,,6652
HNRNPK,0.05073215445550845,0.0,,6317
SERPINB1,0.05072575433066604,0.0,,3926
LINC00861,0.05063030478413544,0.0,,6051
SDC4,0.05062828308394618,0.0,,11586
ADCK3,0.05060136623174661,0.0,,1229
SLCO3A1,0.050512072477905935,0.0,,9687
TMCC2,0.050482265554112206,0.0,,1141
NDFIP2,0.05045596817691688,0.0,,8755
RPL4,0.05029307142258941,0.0,,9527
GREM2,0.05027338445978049,0.0,,1295
MZB1,0.050227743785890566,0.0,,3724
GRAMD4,0.05022619863886998,0.0,,12994
PHPT1,0.050215004484190175,0.0,,6611
CDC42,0.05011734770211811,0.0,,192
PLP2,0.05010438776733523,0.0,,5413
TACC3,0.05010411832409795,0.0,,2958
CCDC117,0.050103917778584355,0.0,,12801
HLA-F,0.05009612000362903,0.0,,4072
HMHB1,0.05006306707968381,0.0,,13897
CAST,0.05004804236218235,0.0,,3597
CAPG,0.049974274444878904,0.0,,1652
CD79B,0.04995835720607337,0.0,,10999
ACAP2,0.04992431748156032,0.0,,2895
ZC3H8,0.04981324252756384,0.0,,1784
RHOA,0.04968441510299135,0.0,,2434
STK38L,0.049638744747342485,0.0,,8033
CAPN2,0.049538847966229205,0.0,,1209
ANP32A,0.04951332627368774,0.0,,9541
NDUFAB1,0.04949293596333829,0.0,,9946
EHMT1,0.049413771884179274,0.0,,6644
UBE2L6,0.04941370233903375,0.0,,6884
MIF,0.04936742045725438,0.0,,12773
RPL31,0.04928797591112744,0.0,,1745
TPM4,0.049280736418888235,0.0,,12044
CACNB2,0.04926746731136616,0.0,,13988
SLC22A17,0.04917561517122469,0.0,,8908
DCP1B,0.049166938021008334,0.0,,7888
LYPD3,0.049127259274270696,0.0,,12366
LCP1,0.04906839088127752,0.0,,8692
PSMA5,0.04903063126448324,0.0,,652
PHF6,0.048962444454723676,0.0,,5615
EZH2,0.04893400768308344,0.0,,5207
LGALS9,0.04891451556969639,0.0,,10610
ASB2,0.0488301908427996,0.0,,9227
SLBP,0.048794805343979446,0.0,,2955
HSDL2,0.048784424583569796,0.0,,6418
ROMO1,0.048695332682969376,0.0,,11535
HMSD,0.04868881003827334,0.0,,11346
EWSR1,0.04857889096479291,0.0,,12805
FTL,0.04857523850667174,0.0,,12482
PITPNC1,0.04850295019161698,0.0,,11020
GLCCI1,0.048498546262211006,0.0,,4678
MEF2D,0.04844043051433351,0.0,,921
ISCU,0.04843742661961452,0.0,,8410
SLAMF1,0.04840068120443672,0.0,,952
NT5C3A,0.04839467155769905,0.0,,4738
TRAF2,0.048379271563532465,0.0,,6614
MT1X,0.048372239670371985,0.0,,10126
GSTM3,0.04836065717196632,0.0,,660
CAMK1D,0.04833578703531469,0.0,,7425
ARNTL,0.0483103739017551,0.0,,6767
LAMTOR4,0.04826506923380924,0.0,,4956
CHST11,0.04825064043190821,0.0,,8390
TSPAN13,0.048181631676019854,0.0,,4687
PDGFA,0.048114117763036576,0.0,,4616
VAMP5,0.048009720297308274,0.0,,1656
ZBTB10,0.047901120130560255,0.0,,5929
NDUFA6,0.04785196029940197,0.0,,12955
CPNE8,0.04780759225609715,0.0,,8062
KIF3B,0.0477393842022284,0.0,,11494
COX6B1,0.047723360097451595,0.0,,12208
CD80,0.04770670593335169,0.0,,2644
USP48,0.04763096574282844,0.0,,190
MAMLD1,0.04761958776141008,0.0,,5643
DEF6,0.04758034526096324,0.0,,4216
SERINC5,0.0475714590349165,0.0,,3560
CBWD2,0.04748591000307047,0.0,,1796
LTA,0.0474794367223847,0.0,,4115
SKIL,0.047454682044896696,0.0,,2818
D2HGDH,0.047453436200824234,0.0,,2195
XCL2,0.04735567043253202,0.0,,1006
GNB2L1,0.047340949896447874,0.0,,3916
SLC25A38,0.047283212529014955,0.0,,2337
SHMT2,0.04727386251892234,0.0,,8237
MLKL,0.04711724000539981,0.0,,10270
POLR2E,0.047098991496314746,0.0,,11742
AZIN1,0.04709467418528475,0.0,,6001
RCSD1,0.04702793748554535,0.0,,998
CD109,0.04702268637053158,0.0,,4352
ELOVL5,0.0470123726344352,0.0,,4325
RALY,0.04700649063428615,0.0,,11510
ANTXR2,0.04700227833377521,0.0,,3136
SLF1,0.04696525971420663,0.0,,3590
NDUFB2,0.046913356770848395,0.0,,5137
RAPGEF6,0.04687723636196397,0.0,,3663
SSH1,0.04687381367770621,0.0,,8413
KLRC3,0.04686710875689454,0.0,,7975
TP73,0.04683085389175417,0.0,,61
ZNF706,0.046769909412813455,0.0,,5995
PPP1CC,0.046710554729871595,0.0,,8439
UBE2I,0.04669222219780044,0.0,,9747
GNPTAB,0.046633027013851414,0.0,,8375
ATP5A1,0.04660792980292363,0.0,,11291
AKNA,0.04659112488636918,0.0,,6435
GAB2,0.046569723272155854,0.0,,7183
FLT3LG,0.04655956544305991,0.0,,12492
NT5C,0.046513882654647294,0.0,,11061
YWHAE,0.04651085032004855,0.0,,10381
CHMP2B,0.04651042704536085,0.0,,2564
TNFRSF8,0.04643980038419225,0.0,,13800
SETD7,0.04642629853424502,0.0,,3268
ATP5B,0.0464112352044768,0.0,,8226
CHMP5,0.04640252301770694,0.0,,6215
JUND,0.04632677809349045,0.0,,12093
INTS1,0.046293849004816194,0.0,,4629
TLE4,0.046293089759818426,0.0,,6309
PAM,0.04624638621354626,0.0,,3608
LPAR6,0.04616804874135667,0.0,,8702
CCDC6,0.04614024972124984,0.0,,7544
CXCR3,0.046104221590072464,0.0,,5484
